date,sentiment,text
26-04-19 14:32,2,so bitcoin cryptocurrency will start to go back up when aapl does i have been noticing the correlation for quite some time now but now i m bringing it to your attention
26-04-19 14:12,2,macrumors giveaway win sphero s specdrums and turn colors into music http bit ly dyqr g aapl
26-04-19 14:05,0,opinion apple earnings will be at the midpoint of guidance and they will be punished apple earnings aapl opinion averageappleguy com opinion apple earnings will be at the midpoint of guidance and they will be punished pic twitter com qttahmn qt
26-04-19 14:04,2,msft microsoft to take aapl apple trillion value pic twitter com zcdd ox x
26-04-19 14:00,2,trade options around aapl earnings https youtu be gugreejvn e ut m campaign meetedgar utm medium social utm source meetedgar com aapl aapl options optionstrading
26-04-19 13:15,4,sold aapl missing it already have a great weekend everyone
26-04-19 13:07,2,iphone xi and iphone xi max expected to be slightly thicker and feature redesigned mute switch http bit ly ujtobk aapl
26-04-19 12:44,0,it s remarkable to see company reaching usd t market cap congrats msft the question that resonates in my head is so what today msft s market cap isn t t anymore and still so what the same for aapl
26-04-19 12:15,2,friday aapl aapl pic twitter com o hehiyzct
26-04-19 11:32,2,apple double bearish divergence as trend reversal signal aapl chart tradingview com chart aapl y h kyrir apple double bearish divergence as trend reversal signal
26-04-19 11:02,2,intel cites apple qualcomm settlement as reason behind exiting g smartphone modem business http bit ly geu w aapl
26-04-19 10:59,2,aapl expected to exceed street estimates for april th earnings report daytrader daytrading daytrade stockstowatch stockmarketnews stockstotrade pennystocks swingtrade swingtrader stocks stockmarket investing postal scott aapl stockearnings
26-04-19 9:48,2,out the gate what s new market maker history log will add to condensed alerts log in future release eta working on other things now that have priority aapl aapl spy qqq iwm pic twitter com omaoagx if
26-04-19 6:57,2,amazon rumored to launch high fidelity music streaming platform by end of http bit ly ghad t aapl
26-04-19 5:57,2,ifixit removes galaxy fold teardown at samsung s request http bit ly vyv ng aapl
26-04-19 3:25,2,apple inc going short soon aapl chart tradingview com chart aapl j u uylfc apple inc going short soon
26-04-19 3:18,2,which listed company will be the next to cross the usd trillion market cap threshold at least until the aramco ipo that is aapl amzn goog msft pic twitter com c dd zuryv
26-04-19 0:14,0,tech stocks the mightiest of the mighty right aapl aapl why hasn t this maintained the same as the economy of the spy or even close to you are now warned pic twitter com uaaqf kxxt
25-04-19 22:15,2,check april
25-04-19 22:07,2,aapl chart earlier today
25-04-19 21:48,2,what s better than day amazon shipping day https finance yahoo com news better day amazon shipping html tsrc rss spy vix fb aapl amzn nflx googl via
25-04-19 21:36,0,nice lesson today only if you knew how to read it exit shorts or enter longs instead of whining like a permabear trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com nujagqwwvs
25-04-19 21:30,4,amazon beats earnings estimates and unveils new prime effort key takeaways https finance yahoo com m a cae e a dea a bf bf daa amazon beats earnings html tsrc rss spy vix fb aapl amzn nflx googl via
25-04-19 21:19,2,did you wait till pm to enter cmg chipotle relentlessly pursue to become better trader and optimal entry zone is one of them trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com uq seiwwc
25-04-19 21:15,2,gene i know you follow aapl and its revenue from dec to march is b b with no yoy growth but tsla grew in ev revenue growth yoy most of the consumer product companies are down from dec q to march q
25-04-19 21:12,0,facebook files lawsuit against new zealand company
25-04-19 20:53,4,california governor signs internet sales tax law https finance yahoo com news californi a governor signs internet sales html tsrc rss spy vix fb aapl amzn nflx googl via
25-04-19 20:35,2,amazon to bring day delivery to prime members https finance yahoo com m a f de d a e e c c amazon to bring day html tsrc rss spy vix fb aapl amzn nflx googl via
25-04-19 20:17,4,amazon s profit more than doubles on cloud computing growth https finance yahoo com news amazon q earnings snapshot html tsrc rss spy vix fb aapl amzn nflx googl via
25-04-19 18:38,2,apple s industrial design team loses three employees http bit ly ghclfs aapl
25-04-19 17:48,2,aapl support and resistance pivots for fri fb amzn aapl goog tsla c bac celg ibb msft nflx nvda jnj stocks pivots markets daytrading watchlist charts aapl pic twitter com wmudmkya y
25-04-19 17:31,0,all bulls need to take a break till googl aapl er comes out market unpredictable now mostly pointing downward from my point of view wait till these dust settles to play options again super risky these days to play
25-04-19 17:02,2,apple inc price at close
25-04-19 16:28,2,six homekit and airplay accessories worth checking out http bit ly ijs oy aapl
25-04-19 16:20,0,aapl closes lower for the nd day in a row https techniquant com reports stock aapl daily technical analysis report for sentiment slightly bearish aapl apple
25-04-19 16:13,2,aapl follows intc
25-04-19 16:01,4,i think i m going to sell aapl tomorrow i m happy with the rise since i bought in jan i might buy back if iphone numbers get better or they come up with a new winning product on a personal level i m still a massive fan of the brand
25-04-19 15:59,2,good results from msft yesterday fingers crossed for amzn today not too sure about aapl next week though
25-04-19 15:58,2,peanuts in space short coming to apple tv app in may http bit ly vuhguk aapl
25-04-19 15:57,2,i only have us shares left aapl amzn and msft first have hit a trillion mcap before and i believe msft touched it today
25-04-19 13:14,4,first twitter trading post show some love aapl long trade for gain setting the bar high verse my usual to cent gains aapl bookmap orderflow marketprofile pic twitter com wmxr yqha
25-04-19 13:10,2,bearish butterfly harmonic pattern forming on the d on appl aapl chart tradingview com chart aapl z d sdbga bearish butterfly harmonic pattern forming on the d on appl
25-04-19 13:00,4,retrospective view best place to short after break support small profit today exit the trade if not work out and try again aapl trading tradingpsychology pic twitter com rhr aujjxa
25-04-19 12:59,2,latest renders of iphone show camera bump integrated into rear glass http bit ly vouo q aapl
25-04-19 12:40,0,pete aapl revenue down from dec q to march q tsla is down dan ives was bearish on aapl at ron barron are still invested in tsla pete your thoughts on growth yoy which is normally d
25-04-19 10:25,4,aapl pnt move my trade of the day pic twitter com ryuashgall
25-04-19 10:23,0,nasty sell programs around old highs dia qqq spy faang aapl amzn etc
25-04-19 9:37,2,gap strategies around earnings conferences aapl chart tradingview com chart aapl yyg byygp gap strategies around earnings conferences
25-04-19 9:27,2,lmrmf lmr updated drill map hole exceeded expectations icnb ivst pura wdrp dirv graphite minerals aapl pennystocks viral sms weedstocks boom news trendingnow pic twitter com tc ivshvte
25-04-19 9:21,4,carl it is funny ives was negative on aapl at aapl revenue down from dec q to march q even amzn rev down from dec q to mar q yoy growth is which is better then any tech company
25-04-19 9:02,2,msft third company to have reached trillion see how long it would stay there vs amzn and aapl pic twitter com kwvsxypnwb
25-04-19 8:43,2,apple initiates three prong ac wall plug adapter voluntary recall program http bit ly xnmw z aapl
25-04-19 8:26,4,no brainer as predicted last oct aapl drop needless of course iphone xr would be top seller
25-04-19 8:24,2,deals spotlight get the airpods with charging case for off and wireless charging case for off http bit ly ug nc aapl
25-04-19 8:15,0,becky every tech company revenue is down double digits from dec q to mar q aapl rev down from dec q to march q stock is up from the low why only focus on tsla
25-04-19 8:14,2,the legal battle is over and now these two tech companies are going into earnings season how are the stocks holding up let s look to tipranks tipranks stocks apple qualcomm aapl qcom legal lawsuit royalties rights tech chip thestreet com investing appl e and qualcomm head into earnings season after legal settlement
25-04-19 8:00,2,phil you should ask dan ives to compare with aapl whose revenue will be down from dec q to march q even amzn sales double digits from dec q to march q elon why business media tsla haters don t compare double digit sales down for most tech dec to mar
25-04-19 7:49,2,aapl nflx
25-04-19 7:20,2,nhlplayoffs rt giveaway win contest contestalert apple applenews appleevent aapl applemacbook macbookpro idrop news is giving away a inch macbook pro in july
25-04-19 6:43,2,apple maps gains detailed terrain features for arizona
25-04-19 6:00,4,exit here is the likely res zone tweeted earlier tweet attached it has been a phenomenal run from to yday high of quick gains in months aapl nyse https twitter com nareshbahrain status
25-04-19 5:30,4,lmrmf updated drill map last news report out graphite grade way up the scale with main utilization car batteries for electric cars goig attorney letter out after hours ivst news out massive profits match aapl pennystocks viral sms weedstocks boom news trendingnow pic twitter com xhvhptmhj
25-04-19 5:18,0,app store users report endless t c loop preventing app downloads http bit ly ggdpvp aapl
25-04-19 4:36,4,as an investor in both aapl and msft and long term apple user
25-04-19 1:58,4,aapl share price reminds me of the dip to kshs in less than months is now up almost from its january low is also up from its january low pic twitter com sbucm esg
24-04-19 23:14,4,was profitable on market opening then entered second trade at the wrong time
24-04-19 22:21,0,south korea economy shrinks most since as investment slows https finance yahoo com news south kor ea economy unexpectedly contracts html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 22:19,2,brand new apple wireless airpods st gen ebay com ulk itm appleevent apple airpods airpodscase headphones nbaplayoffs beats music aapl aapl wireless
24-04-19 22:15,2,check april
24-04-19 22:03,0,boeing earnings the max debacle is already causing pain https finance yahoo com news boeing ea rnings max debacle html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 21:45,2,facebook feeling fine https finance yahoo com m c c ae c b bbeb b f fdc facebook a feeling fine html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 21:26,2,press digest british business april https finance yahoo com news press dig est british business april html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 21:18,0,apple s doing something it hasn t done in more than a decade cnbc aapl will prove that today s analysts are no different than people that say their psychic analysts have absolutely no idea what this company is capable of long term https apple news axx aep mrxkal dfijk uww
24-04-19 21:11,2,the big five faang stock and sector service is now posted for wednesday http theartofchart net amzn aapl fb nflx tsla googl and sector funds ibb iyr xle xle xlf xlk xrt faang
24-04-19 21:08,4,facebook surges after sales beat estimates https finance yahoo com news facebook surges sales beat estimates html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 20:50,4,microsoft tops trillion as it predicts more cloud growth https finance yahoo com news microsoft tops trillion predicts html tsrc rss spy vix fb aapl amzn nflx googl via
24-04-19 20:48,4,tiktok unbanned in india http bit ly iivm q aapl
24-04-19 20:15,2,don t wait for the green light cramer s mad money recap wednesday
24-04-19 18:59,2,at t ceo believe g phone plans could be tiered and priced on data speed http bit ly prjtir aapl
24-04-19 18:11,2,what should i do with nvda nke aapl should i buy amd intl msft tsla madtweets madmoney
24-04-19 17:26,4,melissa can you guys discuss aapl revenue will be down from dec q to march q compare it with tsla
24-04-19 17:17,2,apple inc reiterated rating by morgan stanley ranked nd to overweight with pt aapl aapl firsttomarkets com ftmmobile st ock
24-04-19 17:03,2,apple inc price at close
24-04-19 16:21,0,aapl closes below its opening price unable to hold early session gains https techniquant com reports stock aapl daily technical analysis report for sentiment bearish aapl apple
24-04-19 14:27,4,indian court lifts ban on chinese social media app tiktok aapl aapl technology mobilemedia media marketbeat com n
24-04-19 14:27,4,indian court lifts ban on chinese social media app tiktok aapl aapl technology mobilemedia media http zpr io g wug
24-04-19 14:24,4,apple gets top marks on tech support showdown list http bit ly l z aapl
24-04-19 14:17,2,patience discipline once a trade is identified as long nflx right of chart
24-04-19 13:39,2,the apple watch launched four years ago today http bit ly idl gh aapl
24-04-19 13:19,2,employees who listen to amazon alexa requests have access to customers home addresses http bit ly uzfhtr aapl
24-04-19 12:59,2,aapl aapl upgraded to buy and price target of
24-04-19 12:04,2,deals spotlight get the gb inch macbook pro with touch bar for
24-04-19 11:54,2,google fit launches on iphone with apple health and apple watch integration http bit ly vqxzbj aapl
24-04-19 11:09,4,break break nasdaq hits a new all time high peak
24-04-19 11:04,0,class action lawsuit over broken iphone
24-04-19 10:30,0,guys how do you compare aapl revenue down from dec q to march vs tsla sales yoy growth of dec q to march q but aapl up tsla down because of fake media
24-04-19 9:53,4,aapl up since the jan th low
24-04-19 9:23,2,best buy s new day sale save on macbook pro with touch bar up to off
24-04-19 9:08,4,survey finds iphone xr remained best selling iphone model last quarter in united states http bit ly zt og aapl
24-04-19 9:00,2,after big moves
24-04-19 8:52,2,tim cook wants you to put down your iphone apple iphone aapl https techcrunch com tim cook wants you to put down your iphone tcpp ectw
24-04-19 8:33,2,nhlplayoffs rt giveaway win contest contestalert apple applenews appleevent aapl applemacbook macbookpro idrop news is giving away a inch macbook pro in july
24-04-19 7:09,0,ifixit teardown of samsung galaxy fold reveals likely design flaw http bit ly gbv fi aapl
24-04-19 6:13,2,apple pay officially launches in austria http bit ly iq vs aapl
24-04-19 5:28,2,report claims airpods with noise canceling feature to launch later this year http bit ly guqlyf aapl
24-04-19 5:17,4,hope your riding this wave up aapl chart tradingview com chart aapl kj ffhye hope your riding this wave up
24-04-19 3:34,0,aapl gheez scary dailymail co uk news article new york teen sues apple billion facial recognition software html
23-04-19 23:40,0,did trade anything yesterday because of the stocks i watch not in my strategies
23-04-19 22:15,2,check april
23-04-19 21:34,2,samsung s reputation founders on rush for lead in folding phones https finance yahoo com news samsung a pos reputation founders rush html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 21:25,2,patience is everything if you shorted spy before pm today chances are you were impatient write trade journals keeps you balanced and head clear trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com kp mkv oue
23-04-19 21:18,0,too much lost shorting parabolic moves like qcom remember the weeping http optionsellers com mgr who lost in ung be patient for reversal it will come trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com lgiitxjniy
23-04-19 20:59,4,ref apr tweet nice profit in unh unitedhealth upside not over yet trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com bzadjsnzdk
23-04-19 20:56,2,technology ethics campaigners offer plan to fight human downgrading https finance yahoo com news technolog y ethics campaigners offer plan html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:38,2,how can i buy an s p fund https finance yahoo com m ce a cdf a a b a e f how can i buy an s p fund f html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:20,4,jim cramer short sellers provided the ammo for tuesday s biggest winners https finance yahoo com m e c f e ab ba da ec db jim cramer a short sellers html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:18,2,jim cramer we need to bring back individual investors https finance yahoo com m a c b b a b c jim cramer a we need to bring html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:16,2,boeing expected to earn a share https finance yahoo com m ceb a b e f a ab f d boeing expected to earn html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:14,4,facebook earnings negative headlines don t seem to matter to its finances https finance yahoo com m ec bce c f ae e be bd facebook earnings a negative html tsrc rss spy vix fb aapl amzn nflx googl via
23-04-19 20:02,2,the fruit of knowledge aapl pic twitter com yrqjspmzz
23-04-19 18:19,2,aapl open close daily range earnings date apr
23-04-19 17:49,2,hands on with razer s new core x chroma egpu http bit ly gbj fa aapl
23-04-19 17:26,4,tsla grew yoy which is normally done for sny public company or car company even aapl revenue is down from dec q to march q bill to bill next q s the growth will be much higher china plant expected to start manufacturing in september so k in q
23-04-19 17:05,2,apple inc price at close
23-04-19 16:31,2,aapl daily aapl brokeout from magenta resistance as well and is chasing upper bb the only horizontal resistance i can make out is at the moment for now no bearish indicators
23-04-19 16:28,2,apple seeds third public beta of ios with new tv app http bit ly l cco aapl
23-04-19 16:25,4,the top books on apple s ibooks us aapl aapl mobilesoftware mobilecommunicationtechnology communicationtechnology marketbeat com n
23-04-19 16:25,4,the top books on apple s ibooks us aapl aapl mobilesoftware mobilecommunicationtechnology communicationtechnology http zpr io g lqp
23-04-19 16:25,4,the top movies on the itunes store aapl aapl movies mediadistribution media marketbeat com n
23-04-19 16:25,4,the top iphone and ipad apps on app store aapl aapl smartphones mobilephones consumerelectronics marketbeat com n
23-04-19 16:25,4,the top iphone and ipad apps on app store aapl aapl smartphones mobilephones consumerelectronics http zpr io g lqf
23-04-19 16:25,4,the top movies on the itunes store aapl aapl movies mediadistribution media http zpr io g lqt
23-04-19 16:16,4,apple pushes macbook keyboard next day repairs to appease frustrated customers https hothardware com news apple pus hes macbook keyboard next day repairs to appease frustrated customers lj rugrkrsjaasof via keyboardgate aapl butterflykeyboard
23-04-19 16:16,4,aapl dominated by bulls lifting the market higher throughout the day https techniquant com reports stock aapl daily technical analysis report for sentiment bullish aapl apple
23-04-19 15:59,2,aapl apple pic twitter com onvegm
23-04-19 15:47,2,aapl covered call aapl chart tradingview com chart aapl rvs zpoim aapl covered call
23-04-19 15:32,4,someone tell me at what point i should sell some aapl stocks my account looks nice rn
23-04-19 14:38,2,apple launches new apple tv youtube channel http bit ly vfzqjp aapl
23-04-19 13:34,2,apple releases third public beta of tvos http bit ly xdca x aapl
23-04-19 13:31,0,hey wait a minute aren t apple supposed to be the privacy good guys not so much apparently aapl businessinsider com teen sues appl e billion false arrest facial recognition
23-04-19 13:29,2,apple releases third public beta of macos mojave http bit ly kwzt e aapl
23-04-19 13:14,2,powerbeats pro to launch in black in may
23-04-19 12:49,4,apple now prioritizing macbook keyboard repairs with quoted next day turnaround time http bit ly ztmzmb aapl
23-04-19 12:45,4,it s a saga to say the least the legal dispute between apple and qualcom ended
23-04-19 11:37,0,teen hits apple with billion lawsuit after facialrecognition leads to false arrest https hothardware com news teen hits apple billion lawsuit facial recognition false arrest tjw bgams rddakv via aapl oops
23-04-19 11:37,2,so
23-04-19 10:53,2,not lamp aapl aapltrdng philips hue philipshue ikea notlamp spring springsales specialfinancing pic twitter com qpgkcd quq
23-04-19 10:19,2,apple rumored to add usb mouse support to ipad pro as accessibility feature http bit ly ibaivg aapl
23-04-19 10:09,2,live stream watch apple ceo tim cook speak at time summit in new york city http bit ly ppsp f aapl
23-04-19 9:28,0,wellsfargo cuts aapl s q iphone shipment forecast of m to m raises pt to aapl reports earnings april th
23-04-19 9:23,0,samsung retrieving defective galaxy fold review units as it works to fix display issues before launch http bit ly kwwxi aapl
23-04-19 9:06,2,apple nasdaq aapl
23-04-19 8:39,2,nhlplayoffs rt giveaway win contest contestalert apple applenews appleevent aapl applemacbook macbookpro idrop news is giving away a inch macbook pro in july
23-04-19 8:13,2,beyonc s lemonade now streaming on apple music after three years of tidal exclusivity http bit ly iqtabe aapl
23-04-19 7:15,2,even apple shopping bags are designed in california and assembled in china aapl iphone ipad apple madeinchina designedincalifornia instagram com p bwmjssufz m utm source ig twitter share igshid ny hms hr yz
23-04-19 7:12,2,harness invests in automating continuous delivery algo ml aapl https devops com harness invest s in automating continuous delivery
23-04-19 5:33,2,corporations like microsoft and apple may continue to accumulate huge amounts of cash for the day humans ruin the planet and have to move to mars aapl msft planetearth
23-04-19 3:58,2,apple
22-04-19 22:15,2,check april
22-04-19 21:40,0,apple s health app here how s to view
22-04-19 19:45,4,new york student sues apple for false arrest after being mistakenly identified as store thief http bit ly dui gs aapl
22-04-19 19:15,2,at t and sprint settle lawsuit over misleading ge label for at t s g network http bit ly w roa aapl
22-04-19 17:19,2,aapl support and resistance pivots for tue fb amzn aapl goog tsla c bac celg ibb msft nflx nvda jnj stocks pivots markets daytrading watchlist charts aapl pic twitter com lgkbyhnpip
22-04-19 17:04,4,apple inc price at close
22-04-19 16:15,2,aapl closes higher for the th day in a row https techniquant com reports stock aapl daily technical analysis report for sentiment bullish aapl apple
22-04-19 16:10,4,aapl aapl short term wave analysis tradingview https in tradingview com chart aapl tyi jsxqo aapl short term wave analysis
22-04-19 15:44,2,amzn never ceases to amaze me even at stratospheric price
22-04-19 15:21,4,many male employees wish they quit their job trade for a living
22-04-19 15:16,2,today s big moves in nflx when u r right
22-04-19 14:01,2,how to use hey siri hands free on a mac http bit ly poqj n aapl
22-04-19 13:25,2,win ratio mbrx mbio keg pyx tlry uxin sqbg nflx qcom amzn aapl nvda green tnxp red livetrading education stockmarket
22-04-19 13:11,2,apple seeds third beta of macos mojave update to developers http bit ly uotac aapl
22-04-19 13:11,2,apple seeds third beta of watchos to developers http bit ly gybypo aapl
22-04-19 13:11,2,apple seeds third beta of tvos to developers http bit ly uujqgu aapl
22-04-19 12:36,2,apple spending million per month on amazon cloud services http bit ly gapa m aapl
22-04-19 12:16,0,apple seeding third beta of ios with new tv app to developers today http bit ly gsq yl aapl
22-04-19 12:10,2,galaxy fold launch delayed until at least next month after display failures http bit ly vfreub aapl
22-04-19 12:07,4,beats president luke wood powerbeats pro is culmination of the full integration of apple and beats http bit ly dpkiiy aapl
22-04-19 12:05,4,green is good small profit continue the excellent job aapl bullish pic twitter com bpd msekga
22-04-19 11:36,4,wwdc siri expected to become more useful with third party apps on ios and more http bit ly ulywtw aapl
22-04-19 11:26,2,apple celebrates earth day http bit ly vhw nk aapl
22-04-19 11:01,4,sony s upcoming smart tvs to receive airplay and homekit in summer
22-04-19 10:55,4,aapl
22-04-19 10:41,4,aapl daily aapl broke through purple resistance is now wedged between purple magenta with upper bb so much higher
22-04-19 10:30,2,healthcare organizations doing digitalhealth right ama assn org practice manag ement digital health care organizations doing digital health right amermedicalassn mhealth telehealth ai mobile g venturecapital startups ehealth health medicine iot wearables pharma healthcare apps telemedicine aapl amzn pic twitter com h mp wijf
22-04-19 9:22,2,beautiful wall street ladies of billions stockstotrade stockstowatch aapl tsla amzn googl spy pic twitter com ufqkssukk
22-04-19 9:06,2,bowers wilkins unveils new formation series of high end home audio products with airplay support http bit ly iz izv aapl
22-04-19 8:06,4,deals spotlight paypal on ebay has itunes gift cards for http bit ly w kp x aapl
22-04-19 7:43,0,if you think the man never made it to moon and that we might fight zombies in a near future buy bitcoin if you believe in the theory of economic efficiency
22-04-19 7:06,2,popularity of oled smartphones with in display fingerprint scanners continues to grow in http bit ly xygeee aapl
22-04-19 5:50,4,jcpenney removes apple pay support from its retail stores and mobile app http bit ly l woh aapl
22-04-19 5:25,2,aapl chart tradingview com x aeqxblji via tradingview com
22-04-19 4:50,2,mac drag and drop app yoink gains continuity camera support and new shelf actions http bit ly dcslr aapl
21-04-19 22:15,2,check april
21-04-19 20:46,2,when an ant dies inside your macbook s pro retina display apple macbookpro macbook aapl pic twitter com z knwmga
21-04-19 15:28,2,pulled out my old tshirt from work and realized the broken logo accurately reflects the aapl product and services on offer is still apple around the edges aka marketing muscle
21-04-19 12:58,4,aapl jumped the gap let s see how it continues aapl chart tradingview com chart aapl dbj q uqc aapl jumped the gap let s see how it continues
21-04-19 11:53,4,aapl aaplqcom aaplqcom ftcqcom why apple pays for tim cook not to testify when to mac even reports this
21-04-19 7:36,2,aapl still going to our big target number thats
21-04-19 7:21,4,thoughts on the financial markets why i just went from sell to strong buy on apple a https thoughtsonthemarkets blogspot com why i just went from sell to strong buy html spref tw aapl goldman gs trading forex money
21-04-19 6:59,4,apple s sinister plan to squeeze qualcomm ip royalty payments was hatched years ago https hothardware com news apple sin ister plan squeeze qualcomm ip royalty payments uj vdy v sqskxaa via iplaw mobile aapl qcom
21-04-19 2:35,2,best buy launches easter flash sale with savings on ipad pro
20-04-19 22:42,2,a beautiful long idea unh long above presidential fears even if true years away medicareforall gift for you trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com cbkxvl lgg
20-04-19 22:15,2,check april
20-04-19 13:25,2,alleged iphone xi and xi max molds show triple camera layout http bit ly dn eqq aapl
20-04-19 11:26,2,apple s sinister plan to squeeze qualcomm ip royalty payments was hatched years ago https hothardware com news apple sin ister plan squeeze qualcomm ip royalty payments btsj uzwbxvwp br via aapl iplaw he who holds the patents wins
20-04-19 10:25,2,weekend deals spotlight anker s flash sale has portable batteries
20-04-19 8:59,0,nhlplayoffs rt giveaway win contest contestalert apple applenews appleevent aapl applemacbook macbookpro idrop news is giving away a inch macbook pro in july
20-04-19 5:30,2,buy aapl pic twitter com n r e mlxe
20-04-19 4:42,2,nflx is rangebound earnings could not kill it option sellers can look at netflix one of the few which has some iv left in it trading daytrading options stocks optionstrading nq amzn ym dow cl ng aapl faang spx es iwm rty spy pic twitter com g yjhsk qd
20-04-19 1:38,2,investors should rotate to value stocks now dis
19-04-19 22:15,4,check april
19-04-19 22:11,2,aapl mins volume profile rth chart showing some levels for potential bounce aapl stocks pivots markets daytrading watchlist charts spy volumeprofile pic twitter com scdy xanz
19-04-19 17:41,2,qcom before settlement b now at b ubs estimates qcom got b from aapl expect qcom have some
19-04-19 16:18,2,how to listen to youtube music for free on your google home or google assistant speaker http bit ly ula ke aapl
19-04-19 14:52,2,just published top of mind our biweekly roundup of ai links googlenext iscwest deepmind machinelearning deeplearning qcom aapl intc amzn nvda mindscale ai blog top of mind pic twitter com et bttu pq
19-04-19 14:21,2,chart analysis apple aapl chart tradingview com chart aapl xad hbuqi chart analysis apple
19-04-19 14:19,2,apple pulls k lg ultrafine displays from online apple store in u s http bit ly gwggm aapl
19-04-19 14:14,2,aapl open close daily range earnings date apr
19-04-19 14:09,2,macrumors giveaway win a pair of aukey s key series b earbuds http bit ly itikql aapl
19-04-19 14:00,5,what bubbles look like when the tech is real
19-04-19 13:14,2,siri shortcuts
19-04-19 13:13,2,foxconn remains committed to wisconsin plant and promise of eventually employing
19-04-19 13:13,2,netflix testing random episode button for the times when you can t decide what to watch http bit ly pj j l aapl
19-04-19 13:13,0,google brings free ad supported youtube music streaming to google assistant speakers http bit ly vd h aapl
19-04-19 13:13,2,bose adds airplay support to bosesmart speakers and sound bars http bit ly vers f aapl
19-04-19 12:01,2,got an alert from my apple product from the news app telling me how to get to the mueller report wow guess what aapl could care less
19-04-19 11:44,2,aapl pic twitter com hbjs snlvx
19-04-19 10:04,0,join us today with a free day trial click here https elliottwave forecast com amember go php r i l elliottwave trading forex stocks indices commodities etf bitcoin xle chk fb aapl amzn xlk xle fcx iyr nke tsla xlp pic twitter com bb icxuoe
19-04-19 10:04,2,msft aapl to report earnings in the next few weeks w market caps at b b
19-04-19 9:40,2,the friends of the altoona area public library are having their book sale next week check out the details below lovelibraries lovebooks greatvenue altoona aapl booksale facebook com posts
